Customer heading,Latitude,Longitude,Town,Province,Region,Current Seller id,Institution,Titularity
116074,38.975023,-5.788113,VILLANUEVA DE LA SERENA,Badajoz,Extremadura,181.0,Yes,Public
116076,38.429324,-6.420446,ZAFRA,Badajoz,Extremadura,110.0,Yes,Public
116077,38.876152,-6.967267,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116078,38.960734,-5.857101,DON BENITO,Badajoz,Extremadura,181.0,Yes,Public
116079,38.448991,-6.383018,LOS SANTOS DE MAIMONA,Badajoz,Extremadura,110.0,Yes,Public
116083,38.916864,-6.346467,MERIDA,Badajoz,Extremadura,110.0,Yes,Public
116085,38.911091,-6.361953,MERIDA,Badajoz,Extremadura,110.0,Yes,Public
116086,39.08614,-5.896979,VIVARES,Badajoz,Extremadura,181.0,Yes,Public
116087,38.47223,-5.562568,PERALEDA DEL ZAUCEJO,Badajoz,Extremadura,110.0,Yes,Public
116088,38.96589,-5.826234,DON BENITO,Badajoz,Extremadura,181.0,Yes,Public
116089,38.987268,-5.255687,PUEBLA DE ALCOCER,Badajoz,Extremadura,181.0,Yes,Public
116090,38.561949,-6.336175,VILLAFRANCA DE LOS BARROS,Badajoz,Extremadura,110.0,No,Catholic
116091,38.671387,-6.977221,VALVERDE DE LEGANES,Badajoz,Extremadura,148.0,Yes,Public
116092,38.139479,-6.448179,SEGURA DE LEON,Badajoz,Extremadura,148.0,Yes,Public
116093,38.875756,-6.985191,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116094,39.039218,-5.875844,RUECAS,Badajoz,Extremadura,181.0,Yes,Public
116095,38.819274,-5.112222,PEÑALSORDO,Badajoz,Extremadura,181.0,Yes,Public
116098,38.956098,-5.862763,DON BENITO,Badajoz,Extremadura,181.0,Yes,Public
116099,38.95351,-5.852626,DON BENITO,Badajoz,Extremadura,181.0,Yes,Public
116100,38.861992,-5.625008,CAMPANARIO,Badajoz,Extremadura,181.0,Yes,Public
116102,38.718077,-5.227305,CABEZA DEL BUEY,Badajoz,Extremadura,181.0,Yes,Public
116104,39.132059,-4.939448,FUENLABRADA DE LOS MONTES,Badajoz,Extremadura,181.0,Yes,Public
116105,39.03607,-5.236724,TALARRUBIAS,Badajoz,Extremadura,181.0,Yes,Public
116106,38.363758,-5.834663,MAGUILLA,Badajoz,Extremadura,110.0,Yes,Public
116107,38.645226,-5.7453,HIGUERA DE LA SERENA,Badajoz,Extremadura,181.0,Yes,Public
116108,38.26523,-6.476523,VALENCIA DEL VENTOSO,Badajoz,Extremadura,110.0,Yes,Public
116109,38.951488,-5.85958,DON BENITO,Badajoz,Extremadura,181.0,Yes,Public
116110,38.684489,-6.406928,ALMENDRALEJO,Badajoz,Extremadura,110.0,Yes,Public
116111,38.938816,-6.835972,NOVELDA DEL GUADIANA,Badajoz,Extremadura,110.0,Yes,Public
116112,38.727292,-6.536585,SOLANA DE LOS BARROS,Badajoz,Extremadura,148.0,Yes,Public
116113,38.989408,-6.11308,TORREFRESNADA,Badajoz,Extremadura,181.0,Yes,Public
116114,38.553173,-6.236281,RIBERA DEL FRESNO,Badajoz,Extremadura,110.0,Yes,Public
116115,39.031971,-5.711114,VALDIVIA,Badajoz,Extremadura,181.0,Yes,Public
116116,38.483653,-6.182991,HINOJOSA DEL VALLE,Badajoz,Extremadura,110.0,Yes,Public
116117,39.090094,-5.460383,NAVALVILLAR DE PELA,Badajoz,Extremadura,181.0,Yes,Public
116118,38.617378,-6.801115,TORRE DE MIGUEL SESMERO,Badajoz,Extremadura,148.0,Yes,Public
116119,38.89832,-6.541343,TORREMAYOR,Badajoz,Extremadura,110.0,Yes,Public
116121,38.96189,-5.960702,MEDELLIN,Badajoz,Extremadura,181.0,Yes,Public
116122,38.968602,-5.792595,VILLANUEVA DE LA SERENA,Badajoz,Extremadura,181.0,Yes,Public
116125,39.010099,-6.006813,SANTA AMALIA,Badajoz,Extremadura,181.0,Yes,Public
116126,39.011498,-5.533706,ORELLANA LA VIEJA,Badajoz,Extremadura,181.0,Yes,Public
116128,38.54777,-6.652149,LA MORERA,Badajoz,Extremadura,148.0,Yes,Public
116131,38.209385,-5.822523,VALVERDE DE LLERENA,Badajoz,Extremadura,110.0,Yes,Public
116133,38.912727,-6.218175,VALVERDE DE MERIDA,Badajoz,Extremadura,148.0,Yes,Public
116134,38.949578,-6.186236,SAN PEDRO DE MERIDA,Badajoz,Extremadura,148.0,Yes,Public
116135,38.344334,-6.413461,MEDINA DE LAS TORRES,Badajoz,Extremadura,110.0,Yes,Public
116136,38.51056,-6.563005,FERIA,Badajoz,Extremadura,148.0,Yes,Public
116137,39.002804,-6.287212,MIRANDILLA,Badajoz,Extremadura,110.0,Yes,Public
116138,38.693754,-7.192867,OLIVENZA,Badajoz,Extremadura,148.0,Yes,Public
116139,38.307473,-5.594425,GRANJA DE TORREHERMOSA,Badajoz,Extremadura,110.0,Yes,Public
116140,38.918849,-5.798683,LA HABA,Badajoz,Extremadura,181.0,Yes,Public
116141,38.788666,-6.374671,TORREMEJIA,Badajoz,Extremadura,110.0,Yes,Public
116142,38.787089,-6.242486,ALANGE,Badajoz,Extremadura,148.0,Yes,Public
116143,38.649128,-6.456439,ACEUCHAL,Badajoz,Extremadura,148.0,Yes,Public
116145,38.896783,-6.318798,MERIDA,Badajoz,Extremadura,110.0,Yes,Public
116147,38.910683,-6.357233,MERIDA,Badajoz,Extremadura,110.0,Yes,Public
116148,38.667048,-6.982848,VALVERDE DE LEGANES,Badajoz,Extremadura,148.0,No,Catholic
116149,38.445724,-6.973527,HIGUERA DE VARGAS,Badajoz,Extremadura,148.0,Yes,Public
116150,38.887073,-6.988077,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116151,38.881281,-5.049142,GARLITOS,Badajoz,Extremadura,181.0,Yes,Public
116152,38.613666,-6.822618,ALMENDRAL,Badajoz,Extremadura,148.0,Yes,Public
116153,38.559809,-6.340368,VILLAFRANCA DE LOS BARROS,Badajoz,Extremadura,110.0,Yes,Public
116154,38.262815,-5.861712,AHILLONES,Badajoz,Extremadura,110.0,Yes,Public
116155,38.612677,-6.624145,SANTA MARTA,Badajoz,Extremadura,148.0,Yes,Public
116156,38.394091,-6.409362,PUEBLA DE SANCHO PEREZ,Badajoz,Extremadura,110.0,Yes,Public
116157,38.425415,-6.415877,ZAFRA,Badajoz,Extremadura,110.0,Yes,Public
116158,38.68614,-6.408341,ALMENDRALEJO,Badajoz,Extremadura,110.0,Yes,Public
116159,38.684562,-6.402822,ALMENDRALEJO,Badajoz,Extremadura,110.0,Yes,Public
116160,38.913581,-6.360329,MERIDA,Badajoz,Extremadura,110.0,Yes,Public
116161,38.870049,-6.951284,BADAJOZ,Badajoz,Extremadura,110.0,Yes,Public
116162,38.817255,-6.217511,LA ZARZA,Badajoz,Extremadura,148.0,Yes,Public
116163,38.678905,-6.39769,ALMENDRALEJO,Badajoz,Extremadura,110.0,Yes,Public
116164,38.875803,-6.970155,BADAJOZ,Badajoz,Extremadura,148.0,No,Catholic
116165,38.867846,-6.959931,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116166,38.882493,-6.383075,CALAMONTE,Badajoz,Extremadura,110.0,Yes,Public
116167,38.875228,-6.76764,TALAVERA LA REAL,Badajoz,Extremadura,148.0,Yes,Public
116168,38.898773,-6.332115,MERIDA,Badajoz,Extremadura,110.0,Yes,Public
116170,38.916574,-6.339835,MERIDA,Badajoz,Extremadura,110.0,Yes,Public
116174,38.852806,-6.449498,ARROYO DE SAN SERVAN,Badajoz,Extremadura,110.0,Yes,Public
116175,38.665569,-6.104183,PUEBLA DE LA REINA,Badajoz,Extremadura,148.0,Yes,Public
116176,38.068018,-6.539655,FUENTES DE LEON,Badajoz,Extremadura,148.0,Yes,Public
116177,38.851428,-6.620444,LOBON,Badajoz,Extremadura,110.0,Yes,Public
116179,38.141132,-6.693016,HIGUERA LA REAL,Badajoz,Extremadura,148.0,Yes,Public
116180,38.565066,-6.337201,VILLAFRANCA DE LOS BARROS,Badajoz,Extremadura,110.0,Yes,Public
116181,38.907266,-6.623565,MONTIJO,Badajoz,Extremadura,110.0,Yes,Public
116182,38.874337,-6.968808,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116183,38.922652,-6.333502,MERIDA,Badajoz,Extremadura,110.0,Yes,Public
116184,38.964341,-6.926385,VALDEBOTOA,Badajoz,Extremadura,110.0,Yes,Public
116185,38.874539,-6.977487,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116186,38.875533,-6.980991,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116187,38.933455,-6.987344,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116188,38.49187,-6.681932,SALVATIERRA DE LOS BARROS,Badajoz,Extremadura,148.0,Yes,Public
116189,38.325352,-6.769691,JEREZ DE LOS CABALLEROS,Badajoz,Extremadura,148.0,Yes,Public
116191,38.652347,-5.658975,ZALAMEA DE LA SERENA,Badajoz,Extremadura,181.0,Yes,Public
116192,38.377325,-7.166659,VILLANUEVA DEL FRESNO,Badajoz,Extremadura,148.0,Yes,Public
116193,38.716306,-6.825878,LA ALBUERA,Badajoz,Extremadura,148.0,Yes,Public
116194,38.727064,-6.666071,CORTE DE PELEAS,Badajoz,Extremadura,148.0,Yes,Public
116195,38.906594,-6.358196,MERIDA,Badajoz,Extremadura,110.0,Yes,Public
116196,38.931188,-6.69127,GUADIANA,Badajoz,Extremadura,110.0,Yes,Public
116197,38.146197,-6.560376,BODONAL DE LA SIERRA,Badajoz,Extremadura,148.0,Yes,Public
116198,38.327448,-6.950055,ZAHINOS,Badajoz,Extremadura,148.0,Yes,Public
116199,39.108072,-6.690118,LA ROCA DE LA SIERRA,Badajoz,Extremadura,110.0,Yes,Public
116200,38.515733,-7.068517,ALCONCHEL,Badajoz,Extremadura,148.0,Yes,Public
116201,38.685776,-7.096579,OLIVENZA,Badajoz,Extremadura,148.0,Yes,Public
116203,38.921112,-6.758599,PUEBLONUEVO DEL GUADIANA,Badajoz,Extremadura,110.0,Yes,Public
116204,38.260206,-5.673925,AZUAGA,Badajoz,Extremadura,110.0,Yes,Public
116207,39.362634,-7.132397,SAN VICENTE DE ALCANTARA,Badajoz,Extremadura,148.0,Yes,Public
116210,38.172505,-6.657473,FREGENAL DE LA SIERRA,Badajoz,Extremadura,148.0,Yes,Public
116211,38.890002,-6.704279,VALDELACALZADA,Badajoz,Extremadura,110.0,Yes,Public
116212,38.878035,-6.98134,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116213,38.262056,-5.682153,AZUAGA,Badajoz,Extremadura,110.0,Yes,Public
116214,38.267286,-5.683347,AZUAGA,Badajoz,Extremadura,110.0,Yes,Public
116215,39.133613,-6.845397,VILLAR DEL REY,Badajoz,Extremadura,110.0,Yes,Public
116216,38.918622,-6.483267,LA GARROVILLA,Badajoz,Extremadura,110.0,Yes,Public
116217,38.973759,-5.790573,VILLANUEVA DE LA SERENA,Badajoz,Extremadura,181.0,Yes,Public
116218,38.873109,-6.967953,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116219,38.322829,-6.762713,JEREZ DE LOS CABALLEROS,Badajoz,Extremadura,148.0,Yes,Public
116220,38.719665,-5.225681,CABEZA DEL BUEY,Badajoz,Extremadura,181.0,Yes,Public
116221,38.874805,-6.956485,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116222,39.280258,-5.091437,CASTILBLANCO,Badajoz,Extremadura,181.0,Yes,Public
116223,38.513194,-7.278677,CHELES,Badajoz,Extremadura,148.0,Yes,Public
116225,39.248214,-5.195053,VALDECABALLEROS,Badajoz,Extremadura,181.0,Yes,Public
116227,39.208491,-7.171594,LA CODOSERA,Badajoz,Extremadura,148.0,Yes,Public
116228,38.153479,-6.212722,MONTEMOLIN,Badajoz,Extremadura,110.0,No,Catholic
116229,38.501066,-5.824129,CAMPILLO DE LLERENA,Badajoz,Extremadura,110.0,Yes,Public
116230,39.146437,-6.436276,CORDOBILLA DE LACARA,Badajoz,Extremadura,148.0,Yes,Public
116231,38.977391,-5.802507,VILLANUEVA DE LA SERENA,Badajoz,Extremadura,181.0,Yes,Public
116232,38.873575,-6.96372,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116233,39.012726,-5.532368,ORELLANA LA VIEJA,Badajoz,Extremadura,181.0,Yes,Public
116234,38.790546,-6.122392,OLIVA DE MERIDA,Badajoz,Extremadura,148.0,Yes,Public
116235,38.905641,-6.605994,MONTIJO,Badajoz,Extremadura,110.0,Yes,Public
116236,39.220869,-6.993937,ALBURQUERQUE,Badajoz,Extremadura,148.0,Yes,Public
116237,38.879991,-6.950627,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116240,38.880367,-6.955561,BADAJOZ,Badajoz,Extremadura,110.0,Yes,Public
116241,39.22442,-7.010788,ALBURQUERQUE,Badajoz,Extremadura,148.0,Yes,Public
116243,38.970472,-5.803452,VILLANUEVA DE LA SERENA,Badajoz,Extremadura,181.0,Yes,Public
116246,38.683934,-6.409471,ALMENDRALEJO,Badajoz,Extremadura,110.0,Yes,Public
116248,38.159937,-6.66328,FREGENAL DE LA SIERRA,Badajoz,Extremadura,148.0,Yes,Public
116249,38.295889,-6.209402,BIENVENIDA,Badajoz,Extremadura,110.0,Yes,Public
116250,38.297895,-5.662112,AZUAGA,Badajoz,Extremadura,110.0,Yes,Public
116251,38.941492,-6.432451,ESPARRAGALEJO,Badajoz,Extremadura,110.0,Yes,Public
116252,39.153883,-6.34022,CARMONITA,Badajoz,Extremadura,148.0,Yes,Public
116253,38.290427,-6.082452,VILLAGARCIA DE LA TORRE,Badajoz,Extremadura,110.0,Yes,Public
116254,38.586121,-6.747656,NOGALES,Badajoz,Extremadura,148.0,Yes,Public
116256,38.282659,-5.832502,BERLANGA,Badajoz,Extremadura,110.0,Yes,Public
116257,38.91279,-6.607163,MONTIJO,Badajoz,Extremadura,110.0,Yes,Public
116258,39.062442,-6.507964,LA NAVA DE SANTIAGO,Badajoz,Extremadura,148.0,Yes,Public
116261,38.4282,-6.413617,ZAFRA,Badajoz,Extremadura,110.0,Yes,Public
116263,38.237134,-6.019998,LLERENA,Badajoz,Extremadura,110.0,Yes,Public
116264,38.905282,-6.607289,MONTIJO,Badajoz,Extremadura,110.0,Yes,Public
116265,38.444518,-6.377361,LOS SANTOS DE MAIMONA,Badajoz,Extremadura,110.0,Yes,Public
116266,38.448163,-6.375028,LOS SANTOS DE MAIMONA,Badajoz,Extremadura,110.0,Yes,Public
116267,38.881682,-6.971861,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116268,38.87574,-6.957822,BADAJOZ,Badajoz,Extremadura,110.0,Yes,Public
116269,38.245086,-6.308587,FUENTE DE CANTOS,Badajoz,Extremadura,110.0,Yes,Public
116271,38.422224,-6.422369,ZAFRA,Badajoz,Extremadura,110.0,Yes,Public
116272,38.693754,-7.192867,OLIVENZA,Badajoz,Extremadura,148.0,Yes,Public
116274,38.355654,-6.169113,USAGRE,Badajoz,Extremadura,110.0,Yes,Public
116276,38.169172,-6.648835,FREGENAL DE LA SIERRA,Badajoz,Extremadura,148.0,Yes,Private
116277,38.915338,-6.336899,MERIDA,Badajoz,Extremadura,110.0,Yes,Public
116278,38.888726,-6.987091,BADAJOZ,Badajoz,Extremadura,148.0,No,Catholic
116280,38.722623,-5.547262,CASTUERA,Badajoz,Extremadura,181.0,Yes,Public
116283,38.892509,-6.976683,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116284,38.874124,-6.586346,BARBAÑO,Badajoz,Extremadura,110.0,Yes,Public
116285,38.907247,-6.355938,MERIDA,Badajoz,Extremadura,110.0,Yes,Public
116286,38.363602,-6.788278,VALLE DE SANTA ANA,Badajoz,Extremadura,148.0,Yes,Public
116287,38.892152,-6.976494,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116288,38.88502,-6.863713,VILLAFRANCO DEL GUADIANA,Badajoz,Extremadura,148.0,Yes,Public
116290,38.875259,-6.973104,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116292,38.335152,-6.770735,JEREZ DE LOS CABALLEROS,Badajoz,Extremadura,148.0,Yes,Public
116293,38.448573,-6.373034,LOS SANTOS DE MAIMONA,Badajoz,Extremadura,110.0,Yes,Public
116295,38.961136,-5.862234,DON BENITO,Badajoz,Extremadura,181.0,Yes,Public
116296,39.17112,-6.627441,PUEBLA DE OBANDO,Badajoz,Extremadura,110.0,Yes,Public
116297,38.874015,-6.982104,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116298,38.931495,-6.335875,MERIDA,Badajoz,Extremadura,110.0,Yes,Public
116299,38.377375,-5.998204,HIGUERA DE LLERENA,Badajoz,Extremadura,110.0,Yes,Public
116305,38.153278,-5.899324,FUENTE DEL ARCO,Badajoz,Extremadura,110.0,Yes,Public
116307,38.87312,-6.891362,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116308,38.872774,-6.983463,BADAJOZ,Badajoz,Extremadura,110.0,Yes,Public
116309,38.86749,-6.967963,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Private
116310,38.876326,-6.972192,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116313,38.51985,-6.619454,LA PARRA,Badajoz,Extremadura,148.0,Yes,Public
116314,38.519347,-6.85085,BARCARROTA,Badajoz,Extremadura,148.0,Yes,Public
116315,38.864698,-6.988008,BADAJOZ,Badajoz,Extremadura,110.0,Yes,Public
116317,38.422861,-6.411615,ZAFRA,Badajoz,Extremadura,110.0,Yes,Public
116319,38.742809,-5.665074,QUINTANA DE LA SERENA,Badajoz,Extremadura,181.0,Yes,Public
116320,38.566307,-6.335854,VILLAFRANCA DE LOS BARROS,Badajoz,Extremadura,110.0,Yes,Public
116321,39.091942,-5.468493,NAVALVILLAR DE PELA,Badajoz,Extremadura,181.0,Yes,Public
116322,38.531211,-6.445823,FUENTE DEL MAESTRE,Badajoz,Extremadura,148.0,Yes,Public
116323,38.885799,-6.983381,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116330,38.861418,-6.199527,VILLAGONZALO,Badajoz,Extremadura,148.0,Yes,Public
116331,38.085081,-6.267081,MONESTERIO,Badajoz,Extremadura,110.0,Yes,Public
116332,38.874721,-6.988741,BADAJOZ,Badajoz,Extremadura,148.0,Yes,Public
116333,38.495898,-7.043293,ALCONCHEL,Badajoz,Extremadura,148.0,Yes,Public
116335,38.303004,-6.311876,CALZADILLA DE LOS BARROS,Badajoz,Extremadura,110.0,Yes,Public
116336,38.745294,-7.104664,SAN FRANCISCO DE OLIVENZA,Badajoz,Extremadura,148.0,Yes,Public
116337,38.87312,-6.891362,BADAJOZ,Badajoz,Extremadura,110.0,Yes,Public
116338,39.17047,-5.047058,HERRERA DEL DUQUE,Badajoz,Extremadura,181.0,Yes,Public
116339,38.650244,-5.653059,ZALAMEA DE LA SERENA,Badajoz,Extremadura,181.0,Yes,Public
116340,38.959002,-5.871155,DON BENITO,Badajoz,Extremadura,181.0,Yes,Public
116341,38.927581,-6.321189,MERIDA,Badajoz,Extremadura,110.0,Yes,Private
116345,38.732321,-5.53808,CASTUERA,Badajoz,Extremadura,181.0,Yes,Public
116427,39.590089,2.611676,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Private
116543,39.572734,2.653088,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Private
116545,39.982759,4.012206,FERRERIES,Baleares,Islas Baleares,138.0,No,Catholic
116546,39.724547,2.910288,INCA,Baleares,Islas Baleares,138.0,No,Catholic
116547,39.582386,2.637828,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116548,39.578458,2.670305,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116550,39.719152,2.911565,INCA,Baleares,Islas Baleares,138.0,No,Catholic
116551,39.5908,2.682411,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Private
116552,39.820116,2.844098,LLUC,Baleares,Islas Baleares,138.0,No,Catholic
116555,39.586569,2.683855,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116556,39.568962,2.626314,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116560,39.689217,2.843287,BINISSALEM,Baleares,Islas Baleares,138.0,No,Catholic
116561,39.723751,2.910604,INCA,Baleares,Islas Baleares,138.0,Yes,Private
116562,39.718482,2.913069,INCA,Baleares,Islas Baleares,138.0,No,Catholic
116563,39.579419,2.652972,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116565,39.579659,2.672182,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116566,39.429704,3.019069,CAMPOS,Baleares,Islas Baleares,138.0,No,Catholic
116567,39.886682,4.254054,MAO,Baleares,Islas Baleares,138.0,No,Catholic
116568,39.934864,4.143971,ALAIOR,Baleares,Islas Baleares,138.0,No,Catholic
116569,39.734514,3.052818,MURO,Baleares,Islas Baleares,138.0,No,Catholic
116570,39.646679,2.778693,SANTA MARIA DEL CAMI,Baleares,Islas Baleares,138.0,No,Catholic
116572,39.56118,2.623955,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116573,39.583336,2.627802,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116575,39.591829,2.683297,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116578,39.579021,2.679729,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116579,39.55549,2.686053,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Private
116581,39.878457,3.015075,POLLENÇA,Baleares,Islas Baleares,138.0,No,Catholic
116582,39.717858,2.902349,INCA,Baleares,Islas Baleares,138.0,No,Catholic
116583,40.00487,3.841717,CIUTADELLA DE MENORCA,Baleares,Islas Baleares,138.0,No,Catholic
116584,39.886078,4.262865,MAO,Baleares,Islas Baleares,138.0,No,Catholic
116585,,,MANACOR,BALEARES,,,Yes,
116586,39.469647,3.150932,FELANITX,Baleares,Islas Baleares,138.0,Yes,Private
116587,39.431027,2.985128,CAMPOS,Baleares,Islas Baleares,138.0,Yes,Public
116588,39.5749,2.424186,ANDRATX,Baleares,Islas Baleares,138.0,No,Catholic
116590,39.760952,2.711377,SOLLER,Baleares,Islas Baleares,138.0,No,Catholic
116591,39.88657,4.266969,MAO,Baleares,Islas Baleares,138.0,Yes,Catholic
116592,38.905849,1.431772,EIVISSA,Baleares,Islas Baleares,138.0,No,Catholic
116593,39.691935,3.353037,ARTA,Baleares,Islas Baleares,138.0,No,Catholic
116594,39.582706,2.658527,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Private
116596,39.587654,2.675342,PALMA,Baleares,Islas Baleares,138.0,No,Catholic
116597,39.592974,2.646744,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116598,,,Palma de Mallorca,Baleares (Islas Baleares),,,Yes,
116599,39.617966,2.588407,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Private
116603,39.568602,2.653269,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116605,39.580463,2.634509,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Public
116606,39.568303,2.654053,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116608,39.853316,3.123805,ALCUDIA,Baleares,Islas Baleares,138.0,Yes,Public
116612,39.598516,2.694101,MARRATXI,Baleares,Islas Baleares,138.0,Yes,Private
116613,39.508546,2.752301,S'ARENAL-PALMA,Baleares,Islas Baleares,138.0,Yes,Private
116616,39.614006,3.116499,PETRA,Baleares,Islas Baleares,138.0,Yes,Public
116619,39.57572,2.71798,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116620,39.58483,2.602733,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116627,39.570751,2.673164,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116629,39.723299,2.909624,INCA,Baleares,Islas Baleares,138.0,No,Catholic
116632,39.698941,3.003002,LLUBI,Baleares,Islas Baleares,138.0,Yes,Public
116635,39.878055,3.019033,POLLENÇA,Baleares,Islas Baleares,138.0,Yes,Public
116636,39.318219,2.998606,COLONIA DE SANT JORDI,Baleares,Islas Baleares,138.0,Yes,Public
116637,39.509724,2.753399,LLUCMAJOR,Baleares,Islas Baleares,138.0,No,Catholic
116642,39.58483,2.602733,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,No,Catholic
116644,39.585216,2.635021,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Public
116645,39.934971,4.143871,ALAIOR,Baleares,Islas Baleares,138.0,Yes,Public
116647,39.604279,2.695679,MARRATXI,Baleares,Islas Baleares,138.0,Yes,Public
116649,39.570901,2.415647,ANDRATX,Baleares,Islas Baleares,138.0,Yes,Public
116650,38.908932,1.410007,EIVISSA,Baleares,Islas Baleares,138.0,Yes,Public
116651,39.56441,2.512495,CALVIA,Baleares,Islas Baleares,138.0,Yes,Public
116652,39.617966,2.588407,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Public
116655,39.539817,2.450009,CALVIA,Baleares,Islas Baleares,138.0,Yes,Public
116660,39.758455,2.984242,BUGER,Baleares,Islas Baleares,138.0,Yes,Public
116661,39.498917,2.755302,S'ARENAL,Baleares,Islas Baleares,138.0,Yes,Public
116662,39.582476,2.679905,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Public
116663,39.570107,2.656613,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Public
116664,39.872609,3.012994,POLLENÇA,Baleares,Islas Baleares,138.0,Yes,Public
116665,39.616634,2.986637,LLORET DE VISTALEGRE PALMA,Baleares,Islas Baleares,138.0,Yes,Public
116668,39.418566,3.259839,PORTOCOLOM,Baleares,Islas Baleares,138.0,Yes,Public
116670,39.649615,3.111266,ARIANY,Baleares,Islas Baleares,138.0,Yes,Public
116671,39.980349,4.01606,FERRERIES,Baleares,Islas Baleares,138.0,Yes,Public
116672,39.556974,2.687166,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Public
116674,39.843402,3.125687,ALCUDIA,Baleares,Islas Baleares,138.0,Yes,Public
116675,39.511543,2.755188,LLUCMAJOR,Baleares,Islas Baleares,138.0,Yes,Public
116676,39.572649,2.424739,ANDRATX,Baleares,Islas Baleares,138.0,Yes,Public
116677,39.565776,2.600915,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Public
116678,39.695096,2.699416,BUNYOLA,Baleares,Islas Baleares,138.0,Yes,Public
116680,39.58041,2.661329,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Public
116681,39.575329,2.66303,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Public
116682,39.774825,2.965782,CAMPANET,Baleares,Islas Baleares,138.0,Yes,Public
116683,39.840721,3.138371,ALCUDIA,Baleares,Islas Baleares,138.0,Yes,Public
116684,39.52568,2.499412,SANTA PONÇA,Baleares,Islas Baleares,138.0,Yes,Public
116685,39.669535,2.807454,CONSELL,Baleares,Islas Baleares,138.0,Yes,Public
116689,39.781293,2.708098,SOLLER,Baleares,Islas Baleares,138.0,Yes,Public
116690,39.622728,2.839264,SANTA EUGENIA,Baleares,Islas Baleares,138.0,Yes,Public
116696,39.579172,2.674354,PALMA DE MALLORCA,Baleares,Islas Baleares,138.0,Yes,Public
116702,39.5462,3.341959,PORTO CRISTO,Baleares,Islas Baleares,138.0,Yes,Public
116703,39.57278,3.371348,CALA MILLOR,Baleares,Islas Baleares,138.0,Yes,Public
